message_text,label,category
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 019309.,safe,Delivery_Update
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://bit.ly/dnmy0u,phishing,Fake_Prize_Scam
Payment confirmation ke liye yeh link click karein: http://tinyurl.com/n7st3u — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Aapka OTP 295685 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Payment confirmation ke liye yeh link click karein: http://tinyurl.com/n857ln — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Easypaisa: Ap ne Rs. 500 ka payment successful kiya. Receipt sent.,safe,MobileWallet_Confirm
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://tinyurl.com/cnvrj7,phishing,MobileWallet_Scam
Account recovery: Apna username aur password yahan enter karein: http://bit.ly/4a8wmt,phishing,Credential_Theft
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Easypaisa: Ap ne Rs. 1200 ka payment successful kiya. Receipt sent.,safe,MobileWallet_Confirm
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://bit.ly/b1pcyk,phishing,Misc_Scam
Easypaisa: Ap ne Rs. 100 ka payment successful kiya. Receipt sent.,safe,MobileWallet_Confirm
Account recovery: Apna username aur password yahan enter karein: http://secure-pay.com/ipjgzx,phishing,Credential_Theft
Aapko exam result ki duplicate copy bhejni hai. Fees jama karne ke liye link.,phishing,Misc_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 692432.,safe,Delivery_Update
Aapka OTP 864902 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Alert: New device login detected. Agar yeh aap hain to ignore karein.,safe,System_Alert
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://tinyurl.com/nmyks1,phishing,Misc_Scam
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://bit.ly/ikedxp,phishing,Misc_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://bit.ly/gftxil,phishing,Bank_Scam
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://tinyurl.com/un8agt,phishing,Bank_Scam
JazzCash: Suspicious transaction detect hui. Account verify karein: http://bit.ly/8n10wk,phishing,MobileWallet_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://tinyurl.com/yhc9x9,phishing,Bank_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://bit.ly/2o02yy,phishing,Misc_Scam
Alert: New device login detected. Agar yeh aap hain to ignore karein.,safe,System_Alert
Aapka OTP 712013 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://secure-pay.com/zsa75g,phishing,Bank_Scam
Payment confirmation ke liye yeh link click karein: http://secure-pay.com/d3rjor — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Aapki debit card limit exceed ho gai. Apna card verify karein: http://bit.ly/yjokjf,phishing,Bank_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://tinyurl.com/7bbnqc,phishing,Government_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://secure-pay.com/j2px2m,phishing,Government_Scam
Reminder: University fee due date 15 October. Please visit student portal.,safe,Event_Notice
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://tinyurl.com/bh74y5,phishing,Scholarship_Job_Scam
Payment confirmation ke liye yeh link click karein: http://bit.ly/zgyiuw — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://verify-now.net/abz4yk,phishing,Government_Scam
Delivery company: Apke parcel ka shipment address confirm karein: http://verify-now.net/eoyvmh,phishing,Delivery_Scam
Aapka OTP 802971 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
